,nome,genero,dtAtualizacao,nEpisodiosTotal,nEpisodios,status,img,link
584,Kore wa Zombie Desu ka?,"Comédia, Fantasia, Harem, Mahou Shoujo",30/03/2011,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/97_thumb2.jpg,https://punchsubs.net/principal#listar/97/episodios/stream/1
585,Kore wa Zombie Desu ka? Of the Dead,"Ação, Comédia, Ecchi, Mágica, Novel",08/06/2012,10,10,Nota: Segunda Temporada,https://punchsubs.net/imagens/projetos/animes/193_thumb2.jpg,https://punchsubs.net/principal#listar/193/episodios/stream/1
586,Koufuku Graffiti,"Manga, Seinen, Culinária",09/01/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/577_thumb2.jpg,https://punchsubs.net/principal#listar/577/episodios/stream/1
587,Koukaku no Pandora,"Ação, Comédia, Ecchi, Ficção",08/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/751_thumb2.jpg,https://punchsubs.net/principal#listar/751/episodios/stream/1
588,Koutetsujou no Kabaneri,"Ação, Steampunk, Zumbis",08/04/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/804_thumb2.jpg,https://punchsubs.net/principal#listar/804/episodios/stream/1
589,Koyomimonogatari (Blu-Ray),"Comédia, Mistério, Supernatural",27/02/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2058_thumb2.jpg,https://punchsubs.net/principal#listar/2058/episodios/stream/1
590,Kujira no Kora wa Sajou ni Utau,"Ficção Científica, Mistério, Drama, Fantasia, Shoujo",11/10/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2328_thumb2.jpg,https://punchsubs.net/principal#listar/2328/episodios/stream/1
591,Kuma Miko,"Comédia, Seinen",03/04/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/789_thumb2.jpg,https://punchsubs.net/principal#listar/789/episodios/stream/1
592,Kuroko no Basket,"Basquete, Mangá, Shounen, Esportes",23/09/2012,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/203_thumb2.jpg,https://punchsubs.net/principal#listar/203/episodios/stream/1
593,Kuroko no Basket 2ª Temporada,"Basquete, Mangá, Shounen, Esportes",05/10/2013,25,25,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/374_thumb2.jpg,https://punchsubs.net/principal#listar/374/episodios/stream/1
594,Kuroko no Basket 3ª Temporada,"Basquete, Mangá, Shounen, Esportes",10/01/2015,25,25,Nota: Terceira temporada,https://punchsubs.net/imagens/projetos/animes/582_thumb2.jpg,https://punchsubs.net/principal#listar/582/episodios/stream/1
595,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,"Shounen, Escolar, Esportes",04/11/2016,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/1985_thumb2.jpg,https://punchsubs.net/principal#listar/1985/filmes/stream/1
596,Kuromukuro,Mecha,09/04/2016,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/808_thumb2.jpg,https://punchsubs.net/principal#listar/808/episodios/stream/1
597,Kuroshitsuji: Book of Circus,"Comédia, Shounen, Fantasia, Demônios, Sobrenatural",10/07/2014,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/499_thumb2.jpg,https://punchsubs.net/principal#listar/499/episodios/stream/1
598,Kuusen Madoushi Kouhosei no Kyoukan,"Ação, Drama, Fantasia, Magia, Escolar",09/07/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/671_thumb2.jpg,https://punchsubs.net/principal#listar/671/episodios/stream/1
599,Kuzu no Honkai,"Drama, Escolar, Romance, Seinen",22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2005_thumb2.jpg,https://punchsubs.net/principal#listar/2005/episodios/stream/1
600,Kyou no Asuka Show,"Comédia, Ecchi",22/11/2017,16,20,Completo,https://punchsubs.net/imagens/projetos/animes/2354_thumb2.jpg,https://punchsubs.net/principal#listar/2354/episodios/stream/1
601,Kyoukai no Kanata,"Dia a Dia, Sobrenatural",02/10/2013,13,12,Completo,https://punchsubs.net/imagens/projetos/animes/362_thumb2.jpg,https://punchsubs.net/principal#listar/362/episodios/stream/1
602,Kyoukai no Rinne,"Comédia, Romance, Shounen, Escolar, Sobrenatural",04/04/2015,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/615_thumb2.jpg,https://punchsubs.net/principal#listar/615/episodios/stream/1
603,Kyoukai no Rinne 2ª Temporada,"Comédia, Romance, Escolar, Shounen, Sobrenatural",09/04/2016,25,25,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/810_thumb2.jpg,https://punchsubs.net/principal#listar/810/episodios/stream/1
604,Kyoukai no Rinne 3ª Temporada,"Comédia, Romance, Escolar, Shounen, Sobrenatural",08/04/2017,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/2097_thumb2.jpg,https://punchsubs.net/principal#listar/2097/episodios/stream/1
605,Kyousougiga,"Ação, Fantasia, Sobrenatural",03/10/2013,11,10,Completo,https://punchsubs.net/imagens/projetos/animes/363_thumb2.jpg,https://punchsubs.net/principal#listar/363/episodios/stream/1
606,Lance N Masques,Fantasia,01/10/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/685_thumb2.jpg,https://punchsubs.net/principal#listar/685/episodios/stream/1
607,Last Period: Owarinaki Rasen no Monogatari,"Ação, Aventura, Comédia, Fantasia, Magia",11/04/2018,8,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2567_thumb2.jpg,https://punchsubs.net/principal#listar/2567/episodios/stream/1
608,Layton Mystery Tanteisha: Katri no Nazotoki File,"Comédia, Infantil, Mistério",19/04/2018,2,50,Lançando,https://punchsubs.net/imagens/projetos/animes/2578_thumb2.jpg,https://punchsubs.net/principal#listar/2578/episodios/stream/1
609,Lemon Angel Project,Música,22/11/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2350_thumb2.jpg,https://punchsubs.net/principal#listar/2350/episodios/stream/1
610,Level E,"Mangá, Shounen, Comédia",05/04/2011,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/96_thumb2.jpg,https://punchsubs.net/principal#listar/96/episodios/stream/1
611,Little Busters!,"Comédia, Visual Novel, Fantasia, Romance, Seinen, Tragédia",07/04/2013,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/249_thumb2.jpg,https://punchsubs.net/principal#listar/249/episodios/stream/1
612,Little Busters! Refrain,"Comédia, Visual Novel, Fantasia, Romance, Seinen, Tragédia",05/10/2013,13,13,Nota: Segunda temporada de Little Busters!,https://punchsubs.net/imagens/projetos/animes/372_thumb2.jpg,https://punchsubs.net/principal#listar/372/episodios/stream/1
613,Little Witch Academia,"Aventura, Comédia, Escolar, Fantasia, Magia",22/12/2016,25,24,Completo,https://punchsubs.net/imagens/projetos/animes/2006_thumb2.jpg,https://punchsubs.net/principal#listar/2006/episodios/stream/1
614,Little Witch Academia Movie,"Aventura, Comédia, Magia, Fantasia, Escolar",06/01/2017,1,1,Nota: Primeiro Filme,https://punchsubs.net/imagens/projetos/animes/2047_thumb2.jpg,https://punchsubs.net/principal#listar/2047/filmes/stream/1
615,Little Witch Academia: Mahoujikake no Parade,"Aventura, Comédia, Magia, Fantasia, Escolar",27/03/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2063_thumb2.jpg,https://punchsubs.net/principal#listar/2063/filmes/stream/1
616,Log Horizon,Novel,05/10/2013,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/371_thumb2.jpg,https://punchsubs.net/principal#listar/371/episodios/stream/1
617,Log Horizon 2ª Temporada,Gênero:,04/10/2014,25,25,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/525_thumb2.jpg,https://punchsubs.net/principal#listar/525/episodios/stream/1
618,Long Riders!,"Comédia, Shounen, Slice of Life, Esportes",08/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1974_thumb2.jpg,https://punchsubs.net/principal#listar/1974/episodios/stream/1
619,Lostorage Conflated WIXOSS,"Jogo, Psicológico",06/04/2018,8,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2546_thumb2.jpg,https://punchsubs.net/principal#listar/2546/episodios/stream/1
620,Lostorage incited WIXOSS,"Jogo, Psicológico",07/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/1967_thumb2.jpg,https://punchsubs.net/principal#listar/1967/episodios/stream/1
621,Love Kome: We Love Rice,Slice of Life,07/04/2017,12,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2094_thumb2.jpg,https://punchsubs.net/principal#listar/2094/episodios/stream/1
622,Love Kome: We Love Rice 2nd Season,Slice of Life,26/11/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2367_thumb2.jpg,https://punchsubs.net/principal#listar/2367/episodios/stream/1
623,Love Lab,"Mangá, Vida Escolar",06/07/2013,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/328_thumb2.jpg,https://punchsubs.net/principal#listar/328/episodios/stream/1
624,Love Live! School Idol Project (Blu-Ray),"Música, Escolar, Slice of Life, Amorzinho, Waifus, Love Live > Re:Zero",08/09/2016,13,13,Nota: Retirado do Blu-Ray e de nossos corações.,https://punchsubs.net/imagens/projetos/animes/879_thumb2.jpg,https://punchsubs.net/principal#listar/879/episodios/stream/1
625,Love Live! Sunshine!!,"Musical, Escolar, Vida Cotidiana",02/07/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/832_thumb2.jpg,https://punchsubs.net/principal#listar/832/episodios/stream/1
626,Love Live! Sunshine!! 2nd Season,"Musical, Escolar, Slice of Life",30/09/2017,14,14,Completo,https://punchsubs.net/imagens/projetos/animes/2287_thumb2.jpg,https://punchsubs.net/principal#listar/2287/episodios/stream/1
627,Luck and Logic,"Ação, Fantasia",09/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/758_thumb2.jpg,https://punchsubs.net/principal#listar/758/episodios/stream/1
628,Lupin III (2015),"Ação, Aventura, Comédia, Shounen",15/10/2015,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/729_thumb2.jpg,https://punchsubs.net/principal#listar/729/episodios/stream/1
629,Lupin III: Parte V,"Ação, Aventura, Comédia",03/04/2018,9,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2536_thumb2.jpg,https://punchsubs.net/principal#listar/2536/episodios/stream/1
630,M3: Sono Kuroki Hagane,Mecha,22/04/2014,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/475_thumb2.jpg,https://punchsubs.net/principal#listar/475/episodios/stream/1
631,Machine-Doll wa Kizutsukanai,"Ação, Fantasia, Mágica, Novel, Romance, Seinen",07/10/2013,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/381_thumb2.jpg,https://punchsubs.net/principal#listar/381/episodios/stream/1
632,Macross Delta,"Ação, Mecha, Ficção Científica, Militar, Musical, Romance",14/04/2016,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/814_thumb2.jpg,https://punchsubs.net/principal#listar/814/episodios/stream/1
633,Macross Delta (Blu-Ray),"Ação, Mecha, Ficção Científica, Militar, Musical, Romance",04/08/2016,9,26,Lançando,https://punchsubs.net/imagens/projetos/animes/869_thumb2.jpg,https://punchsubs.net/principal#listar/869/episodios/stream/1
634,Madan no Ou to Vanadis,Gênero:,04/10/2014,13,12,Completo,https://punchsubs.net/imagens/projetos/animes/526_thumb2.jpg,https://punchsubs.net/principal#listar/526/episodios/stream/1
635,Made in Abyss,"Ficção Científica, Aventura, Drama, Fantasia",07/07/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2223_thumb2.jpg,https://punchsubs.net/principal#listar/2223/episodios/stream/1
636,Magi,"Aventura, Fantasia, Shounen, Mangá",31/03/2013,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/253_thumb2.jpg,https://punchsubs.net/principal#listar/253/episodios/stream/1
637,Magi: Sinbad no Bouken,Gênero:,24/08/2014,3,3,Completo,https://punchsubs.net/imagens/projetos/animes/513_thumb2.jpg,https://punchsubs.net/principal#listar/513/ovas/stream/1
638,Magi: Sinbad no Bouken (TV),"Ação, Aventura, Fantasia, Magia, Shounen",16/04/2016,12,13,Completo,https://punchsubs.net/imagens/projetos/animes/816_thumb2.jpg,https://punchsubs.net/principal#listar/816/episodios/stream/1
639,Magi: The Kingdom of Magic,"Aventura, Fantasia, Shounen, Mangá",06/10/2013,24,24,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/378_thumb2.jpg,https://punchsubs.net/principal#listar/378/episodios/stream/1
640,Magic Kaito 1412,Gênero:,05/10/2014,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/536_thumb2.jpg,https://punchsubs.net/principal#listar/536/episodios/stream/1
641,Magic Kyun! Renaissance,"Mágica, Música, Romance, Escolar",02/10/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/894_thumb2.jpg,https://punchsubs.net/principal#listar/894/episodios/stream/1
642,Mahou Sensou,"Ação, Fantasia, Magia",09/01/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/423_thumb2.jpg,https://punchsubs.net/principal#listar/423/episodios/stream/1
643,Mahou Shoujo Ikusei Keikaku,"Ação, Fantasia, Sobrenatural, Suspense",01/10/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/890_thumb2.jpg,https://punchsubs.net/principal#listar/890/episodios/stream/1
644,Mahou Shoujo Madoka Magika,"Mahou Shoujo, Colégio, Magia, Misticismo",16/03/2011,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/85_thumb2.jpg,https://punchsubs.net/principal#listar/85/episodios/stream/1
645,Mahou Shoujo Nante Mou Ii Desukara.,"Comédia, Magia",11/01/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/767_thumb2.jpg,https://punchsubs.net/principal#listar/767/episodios/stream/1
646,Mahou Shoujo Nante Mou Ii Desukara. 2ª Temporada,"Comédia, Magia, Mahou Shoujo",05/10/2016,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/1955_thumb2.jpg,https://punchsubs.net/principal#listar/1955/episodios/stream/1
647,Mahou Shoujo Ore,"Comédia, Fantasia, Magia",25/03/2018,9,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2526_thumb2.jpg,https://punchsubs.net/principal#listar/2526/episodios/stream/1
648,Mahou Shoujo Site,"Drama, Horror, Psicológico, Sobrenatural",06/04/2018,8,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2547_thumb2.jpg,https://punchsubs.net/principal#listar/2547/episodios/stream/1
649,Mahou Tsukai no Yome,Gênero:,10/09/2016,3,3,Completo,https://punchsubs.net/imagens/projetos/animes/880_thumb2.jpg,https://punchsubs.net/principal#listar/880/ovas/stream/1
650,Mahoujin Guru Guru,"Abentura, Comédia, Magia, Fantasia, Shounen",11/07/2017,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/2240_thumb2.jpg,https://punchsubs.net/principal#listar/2240/episodios/stream/1
651,Mahouka Koukou no Rettousei,"Magia, Romance, Escola, Ficção Científica, Shounen, Sobrenatural",05/04/2014,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/456_thumb2.jpg,https://punchsubs.net/principal#listar/456/episodios/stream/1
652,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,"Ação, Ficção Científica, Magia, Sobrenatural",06/02/2018,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2514_thumb2.jpg,https://punchsubs.net/principal#listar/2514/filmes/stream/1
653,Mahoutsukai no Yome,"Slice of Life, Magia, Fantasia, Shounen",07/10/2017,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/2316_thumb2.jpg,https://punchsubs.net/principal#listar/2316/episodios/stream/1
654,MahoYome,Parody,08/01/2018,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/2507_thumb2.jpg,https://punchsubs.net/principal#listar/2507/episodios/stream/1
655,Maji de Watashi ni Koi Shinasai!!,"Ação, Romance, Vida Escolar",02/01/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/155_thumb2.jpg,https://punchsubs.net/principal#listar/155/episodios/stream/1
656,Majimoji Rurumo,"Comédia, Ecchi, Shonen",10/07/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/494_thumb2.jpg,https://punchsubs.net/principal#listar/494/episodios/stream/1
657,Major 2nd (TV),"Comédia, Drama, Esportes, Shounen",07/04/2018,8,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2550_thumb2.jpg,https://punchsubs.net/principal#listar/2550/episodios/stream/1
658,Major S6,"Esporte, Comédia, Drama",27/11/2017,25,25,Completo,https://punchsubs.net/imagens/projetos/animes/2374_thumb2.jpg,https://punchsubs.net/principal#listar/2374/episodios/stream/1
659,Maken-ki!,"Ecchi, Ação, Fantasia, Harem,",02/01/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/160_thumb2.jpg,https://punchsubs.net/principal#listar/160/episodios/stream/1
660,Maken-ki! Two (Blu-Ray),"Ecchi, Ação, Fantasia, Harem",15/01/2014,10,10,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/426_thumb2.jpg,https://punchsubs.net/principal#listar/426/episodios/stream/1
661,Makeruna!! Aku no Gundan!,"Comédia, Shounen",10/04/2017,12,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2101_thumb2.jpg,https://punchsubs.net/principal#listar/2101/episodios/stream/1
662,Mangaka-san to Assistant-san to,"Comédia, Ecchi, Harém, Vida Cotidiana, Seinen",05/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/451_thumb2.jpg,https://punchsubs.net/principal#listar/451/episodios/stream/1
663,Maoyuu Maou Yuusha,"Demônio, Distopia, Fantasia, Novel",30/03/2013,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/262_thumb2.jpg,https://punchsubs.net/principal#listar/262/episodios/stream/1
664,Marchen Madchen,"Escolar, Fantasia, Magia",03/01/2018,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/2480_thumb2.jpg,https://punchsubs.net/principal#listar/2480/episodios/stream/1
665,Marginal#4: Kiss Kara Tsukuru Big Bang,"Música, Shoujo",22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2007_thumb2.jpg,https://punchsubs.net/principal#listar/2007/episodios/stream/1
666,Masamune-kun no Revenge,"Comédia, Escolar, Harém, Romance, Shounen",22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2008_thumb2.jpg,https://punchsubs.net/principal#listar/2008/episodios/stream/1
667,Masou Gakuen HxH,"Ação, Comédia, Ecchi, Fantasia, Harém, Romance, Escolar, Ficção",05/07/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/846_thumb2.jpg,https://punchsubs.net/principal#listar/846/episodios/stream/1
668,Mawaru Penguin Drum,Gênero:,24/12/2011,24,24,Completo,https://punchsubs.net/imagens/projetos/animes/144_thumb2.jpg,https://punchsubs.net/principal#listar/144/episodios/stream/1
669,Mayo Chiki,"Comédia, Harem, Colegial, Novela, Romance, Vida Escolar",28/07/2012,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/139_thumb2.jpg,https://punchsubs.net/principal#listar/139/episodios/stream/1
670,Mayoiga,"Drama, Mistério",02/04/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/781_thumb2.jpg,https://punchsubs.net/principal#listar/781/episodios/stream/1
671,Medaka Box,"Vida Escolar, Mangá, Shounen",22/06/2012,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/194_thumb2.jpg,https://punchsubs.net/principal#listar/194/episodios/stream/1
672,Medaka Box: Abnormal,"Vida Escolar, Mangá, Shounen",28/12/2012,12,12,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/256_thumb2.jpg,https://punchsubs.net/principal#listar/256/episodios/stream/1
673,Megalo Box,"Ação, Drama, Esportes, Shounen, Slice of Life",05/04/2018,9,0,Lançando,https://punchsubs.net/imagens/projetos/animes/2542_thumb2.jpg,https://punchsubs.net/principal#listar/2542/episodios/stream/1
674,Mekakucity Actors,Seinen,12/04/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/473_thumb2.jpg,https://punchsubs.net/principal#listar/473/episodios/stream/1
675,Miira no Kaikata,"Comédia, Sobrenatural, Slice of Life",03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2481_thumb2.jpg,https://punchsubs.net/principal#listar/2481/episodios/stream/1
676,Mikagura Gakuen Kumikyoku,"Comédia, Escolar, Super Poderes",08/04/2015,12,12,Lançando,https://punchsubs.net/imagens/projetos/animes/630_thumb2.jpg,https://punchsubs.net/principal#listar/630/episodios/stream/1
677,Mikakunin de Shinkoukei,"Comédia, Romance, Slice of Life",29/12/2016,12,12,Lançando,https://punchsubs.net/imagens/projetos/animes/2034_thumb2.jpg,https://punchsubs.net/principal#listar/2034/episodios/stream/1
678,Military!,"Manga, militar, curto",08/01/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/575_thumb2.jpg,https://punchsubs.net/principal#listar/575/episodios/stream/1
679,"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!","Esportes, Escolar, Shounen",11/07/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2237_thumb2.jpg,https://punchsubs.net/principal#listar/2237/episodios/stream/1
680,Minami Kamakura Koukou Joshi JitenshaBu,"Escolar, Esportes, Shounen",22/12/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2009_thumb2.jpg,https://punchsubs.net/principal#listar/2009/episodios/stream/1
681,Mirai Nikki,"Adaptação de mangá, Shounen",16/04/2012,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/163_thumb2.jpg,https://punchsubs.net/principal#listar/163/episodios/stream/1
682,Mitsuboshi Colors,"Comédia, Slice of Life",03/01/2018,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2468_thumb2.jpg,https://punchsubs.net/principal#listar/2468/episodios/stream/1
683,Mitsudomoe Zouryouchuu,"Comédia, Mangá, Vida de Escola, Shounen, Crianças",27/02/2011,8,8,Completo,https://punchsubs.net/imagens/projetos/animes/92_thumb2.jpg,https://punchsubs.net/principal#listar/92/episodios/stream/1
684,Mob Psycho 100,"Ação, Comédia, Sobrenatural, Shounen, Vida Cotidiana",11/07/2016,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/862_thumb2.jpg,https://punchsubs.net/principal#listar/862/episodios/stream/1
685,Mob Psycho 100 Reigen: Shirarezaru Kiseki no Reinouryokusha,"Ação, Comédia, Sobrenatural, Slice of Life",18/03/2018,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2523_thumb2.jpg,https://punchsubs.net/principal#listar/2523/ovas/stream/1
686,Momo Kyun Sword,"Ação, Demônios, Fantasias, Luta de Espada",09/07/2014,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/493_thumb2.jpg,https://punchsubs.net/principal#listar/493/episodios/stream/1
687,Momokuri,"Comédia, Romance, Vida Cotidiana",01/07/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/828_thumb2.jpg,https://punchsubs.net/principal#listar/828/episodios/stream/1
688,Monogatari Series: Segunda Temporada,"Fantasia, Ecchi, Novela, Romance, Seinen, Vampiro",06/07/2013,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/332_thumb2.jpg,https://punchsubs.net/principal#listar/332/episodios/stream/1
689,Monster Hunter Stories: Ride On,Fantasia,02/10/2016,48,48,Lançando,https://punchsubs.net/imagens/projetos/animes/893_thumb2.jpg,https://punchsubs.net/principal#listar/893/episodios/stream/1
690,Monster Musume no Iru Nichijou,"Comédia, Ecchi, Fantasia, Harém, Romance, Seinen",07/07/2015,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/665_thumb2.jpg,https://punchsubs.net/principal#listar/665/episodios/stream/1
691,Monster Musume no Iru Nichijou OVA,Gênero:,01/01/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2038_thumb2.jpg,https://punchsubs.net/principal#listar/2038/ovas/stream/1
692,Monster Sonic! D Artagnan no Idol Sengen,"Ação, Jogo, Musical, Fantasia",05/11/2017,6,5,Completo,https://punchsubs.net/imagens/projetos/animes/2347_thumb2.jpg,https://punchsubs.net/principal#listar/2347/episodios/stream/1
693,Monster Strike - The Animation,"Ação, Fantasia, Jogo",12/10/2015,45,45,Lançando,https://punchsubs.net/imagens/projetos/animes/726_thumb2.jpg,https://punchsubs.net/principal#listar/726/episodios/stream/1
694,Monster Strike Temporada 2,"Ação, Jogo, Fantasia",01/04/2017,23,23,Completo,https://punchsubs.net/imagens/projetos/animes/2065_thumb2.jpg,https://punchsubs.net/principal#listar/2065/episodios/stream/1
695,Monster Strike: Kieyuku Uchuu-hen,"Ação, Jogo, Fantasia",04/11/2017,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/2346_thumb2.jpg,https://punchsubs.net/principal#listar/2346/episodios/stream/1
696,Musaigen no Phantom World,"Ação, Aventura, Sobrenatural",06/01/2016,13,13,Completo,https://punchsubs.net/imagens/projetos/animes/739_thumb2.jpg,https://punchsubs.net/principal#listar/739/episodios/stream/1
697,Musaigen no Phantom World Special,"Ação, Comédia, Fantasia, Supernatural",01/01/2017,1,1,Completo,https://punchsubs.net/imagens/projetos/animes/2040_thumb2.jpg,https://punchsubs.net/principal#listar/2040/ovas/stream/1
698,Musaigen no Phantom World: Limitless Phantom World,"Ação, Aventura, Sobrenatural",29/06/2017,7,7,Completo,https://punchsubs.net/imagens/projetos/animes/2202_thumb2.jpg,https://punchsubs.net/principal#listar/2202/ovas/stream/1
699,Musekinin Galaxy☆Tylor,"Militar, Ficção Científica, Espacial, Comédia, Paródia",12/07/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2245_thumb2.jpg,https://punchsubs.net/principal#listar/2245/episodios/stream/1
700,Mushibugyou,"Shounen, Ação, Espadachim",11/06/2013,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/303_thumb2.jpg,https://punchsubs.net/principal#listar/303/episodios/stream/1
701,Mushishi (Blu-Ray),"Aventura, Mistério, Fantasia, Sobrenatural",19/07/2014,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/504_thumb2.jpg,https://punchsubs.net/principal#listar/504/episodios/stream/1
702,Mushishi Zoku Shou,"Aventura, Mistério, Fantasia, Sobrenatural",03/04/2014,10,10,Completo,https://punchsubs.net/imagens/projetos/animes/443_thumb2.jpg,https://punchsubs.net/principal#listar/443/episodios/stream/1
703,Mushishi Zoku Shou 2ª Temporada,"Aventura, Mistério, Fantasia, Sobrenatural",18/10/2014,10,10,Nota: Segunda temporada,https://punchsubs.net/imagens/projetos/animes/557_thumb2.jpg,https://punchsubs.net/principal#listar/557/episodios/stream/1
704,Mushishi Zoku Shou Special,"Aventura, Mistério, Fantasia, Sobrenatural",28/08/2014,1,1,"Nota: Especial que fecha a segunda temporada, referentes aos eps. 11 e 12",https://punchsubs.net/imagens/projetos/animes/515_thumb2.jpg,https://punchsubs.net/principal#listar/515/ovas/stream/1
705,Nagato Yuki-chan no Shoushitsu,"Comédia, Romance, Escolar, Seinen",05/04/2015,16,16,Completo,https://punchsubs.net/imagens/projetos/animes/622_thumb2.jpg,https://punchsubs.net/principal#listar/622/episodios/stream/1
706,Nagi no Asukara,Fantasia,04/10/2013,26,26,Completo,https://punchsubs.net/imagens/projetos/animes/367_thumb2.jpg,https://punchsubs.net/principal#listar/367/episodios/stream/1
707,Nana Maru San Batsu,"Jogos, Escolar, Seinen",04/07/2017,12,12,Completo,https://punchsubs.net/imagens/projetos/animes/2217_thumb2.jpg,https://punchsubs.net/principal#listar/2217/episodios/stream/1
